timestamp,pelvis_acc_ap,pelvis_acc_ml,pelvis_acc_vertical,pelvis_gyro_yaw,quat_w,quat_x,quat_y,quat_z
0.720,0.011798,0.011798,9.821798,0.011798,1.0,0.0,0.0,0.0
0.730,0.030566,0.030566,9.840566,0.030566,1.0,0.0,0.0,0.0
0.740,-0.012327,-0.012327,9.797673,-0.012327,1.0,0.0,0.0,0.0
0.750,-0.012170,-0.012170,9.797830,-0.012170,1.0,0.0,0.0,0.0
0.760,0.003765,0.003765,9.813765,0.003765,1.0,0.0,0.0,0.0
0.770,0.028302,0.028302,9.838302,0.028302,1.0,0.0,0.0,0.0
0.780,-0.007448,-0.007448,9.802552,-0.007448,1.0,0.0,0.0,0.0
0.790,-0.003027,-0.003027,9.806973,-0.003027,1.0,0.0,0.0,0.0
0.800,0.015507,0.015507,9.825507,0.015507,1.0,0.0,0.0,0.0
0.810,0.033289,0.033289,9.843289,0.033289,1.0,0.0,0.0,0.0
0.820,-0.006736,-0.006736,9.803264,-0.006736,1.0,0.0,0.0,0.0
0.830,0.013882,0.013882,9.823882,0.013882,1.0,0.0,0.0,0.0
0.840,0.025088,0.025088,9.835088,0.025088,1.0,0.0,0.0,0.0
0.850,0.017358,0.017358,9.827358,0.017358,1.0,0.0,0.0,0.0
0.860,0.000538,0.000538,9.810538,0.000538,1.0,0.0,0.0,0.0
0.870,0.019315,0.019315,9.829315,0.019315,1.0,0.0,0.0,0.0
0.880,-0.003120,-0.003120,9.806880,-0.003120,1.0,0.0,0.0,0.0
0.890,-0.018377,-0.018377,9.791623,-0.018377,1.0,0.0,0.0,0.0
0.900,-0.008283,-0.008283,9.801717,-0.008283,1.0,0.0,0.0,0.0
0.910,0.008190,0.008190,9.818190,0.008190,1.0,0.0,0.0,0.0
0.920,-0.004010,-0.004010,9.805990,-0.004010,1.0,0.0,0.0,0.0
0.930,-0.010852,-0.010852,9.799148,-0.010852,1.0,0.0,0.0,0.0
0.940,-0.028072,-0.028072,9.781928,-0.028072,1.0,0.0,0.0,0.0
0.950,-0.025120,-0.025120,9.784880,-0.025120,1.0,0.0,0.0,0.0
0.960,0.019801,0.019801,9.829801,0.019801,1.0,0.0,0.0,0.0
0.970,-0.010425,-0.010425,9.799575,-0.010425,1.0,0.0,0.0,0.0
0.980,-0.007256,-0.007256,9.802744,-0.007256,1.0,0.0,0.0,0.0
0.990,-0.004983,-0.004983,9.805017,-0.004983,1.0,0.0,0.0,0.0
1.000,0.012727,0.012727,9.822727,0.012727,1.0,0.0,0.0,0.0
1.010,-0.030368,-0.030368,9.779632,-0.030368,1.0,0.0,0.0,0.0
1.020,-0.003057,-0.003057,9.806943,-0.003057,1.0,0.0,0.0,0.0
1.030,0.004420,0.004420,9.814420,0.004420,1.0,0.0,0.0,0.0
1.040,-0.015619,-0.015619,9.794381,-0.015619,1.0,0.0,0.0,0.0
1.050,-0.003208,-0.003208,9.806792,-0.003208,1.0,0.0,0.0,0.0
1.060,0.014704,0.014704,9.824704,0.014704,1.0,0.0,0.0,0.0
1.070,-0.020341,-0.020341,9.789659,-0.020341,1.0,0.0,0.0,0.0
1.080,-0.016795,-0.016795,9.793205,-0.016795,1.0,0.0,0.0,0.0
1.090,0.007718,0.007718,9.817718,0.007718,1.0,0.0,0.0,0.0
1.100,-0.021902,-0.021902,9.788098,-0.021902,1.0,0.0,0.0,0.0
1.110,0.002756,0.002756,9.812756,0.002756,1.0,0.0,0.0,0.0
1.120,-0.014072,-0.014072,9.795928,-0.014072,1.0,0.0,0.0,0.0
1.130,-0.016934,-0.016934,9.793066,-0.016934,1.0,0.0,0.0,0.0
1.140,0.005422,0.005422,9.815422,0.005422,1.0,0.0,0.0,0.0
1.150,0.026529,0.026529,9.836529,0.026529,1.0,0.0,0.0,0.0
1.160,0.011059,0.011059,9.821059,0.011059,1.0,0.0,0.0,0.0
1.170,0.003852,0.003852,9.813852,0.003852,1.0,0.0,0.0,0.0
1.180,-0.003185,-0.003185,9.806815,-0.003185,1.0,0.0,0.0,0.0
1.190,-0.001166,-0.001166,9.808834,-0.001166,1.0,0.0,0.0,0.0
1.200,-0.010560,-0.010560,9.799440,-0.010560,1.0,0.0,0.0,0.0
1.210,-0.007936,-0.007936,9.802064,-0.007936,1.0,0.0,0.0,0.0
1.220,-0.003186,-0.003186,9.806814,-0.003186,1.0,0.0,0.0,0.0
1.230,0.005249,0.005249,9.815249,0.005249,1.0,0.0,0.0,0.0
1.240,-0.014340,-0.014340,9.795660,-0.014340,1.0,0.0,0.0,0.0
1.250,0.013482,0.013482,9.823482,0.013482,1.0,0.0,0.0,0.0
1.260,0.027208,0.027208,9.837208,0.027208,1.0,0.0,0.0,0.0
1.270,0.008578,0.008578,9.818578,0.008578,1.0,0.0,0.0,0.0
1.280,0.018099,0.018099,9.828099,0.018099,1.0,0.0,0.0,0.0
1.290,-0.001949,-0.001949,9.808051,-0.001949,1.0,0.0,0.0,0.0
1.300,-0.026251,-0.026251,9.783749,-0.026251,1.0,0.0,0.0,0.0
1.310,-0.008893,-0.008893,9.801107,-0.008893,1.0,0.0,0.0,0.0
1.320,-0.012659,-0.012659,9.797341,-0.012659,1.0,0.0,0.0,0.0
1.330,-0.018241,-0.018241,9.791759,-0.018241,1.0,0.0,0.0,0.0
1.340,-0.017973,-0.017973,9.792027,-0.017973,1.0,0.0,0.0,0.0
1.350,0.002827,0.002827,9.812827,0.002827,1.0,0.0,0.0,0.0
1.360,-0.004629,-0.004629,9.805371,-0.004629,1.0,0.0,0.0,0.0
1.370,0.005328,0.005328,9.815328,0.005328,1.0,0.0,0.0,0.0
1.380,0.003902,0.003902,9.813902,0.003902,1.0,0.0,0.0,0.0
1.390,-0.021864,-0.021864,9.788136,-0.021864,1.0,0.0,0.0,0.0
1.400,0.026023,0.026023,9.836023,0.026023,1.0,0.0,0.0,0.0
1.410,0.000674,0.000674,9.810674,0.000674,1.0,0.0,0.0,0.0
1.420,0.015333,0.015333,9.825333,0.015333,1.0,0.0,0.0,0.0
1.430,-0.001385,-0.001385,9.808615,-0.001385,1.0,0.0,0.0,0.0
1.440,0.009140,0.009140,9.819140,0.009140,1.0,0.0,0.0,0.0
1.450,-0.005136,-0.005136,9.804864,-0.005136,1.0,0.0,0.0,0.0
1.460,-0.018129,-0.018129,9.791871,-0.018129,1.0,0.0,0.0,0.0
1.470,-0.019900,-0.019900,9.790100,-0.019900,1.0,0.0,0.0,0.0
1.480,-0.010314,-0.010314,9.799686,-0.010314,1.0,0.0,0.0,0.0
1.490,0.006915,0.006915,9.816915,0.006915,1.0,0.0,0.0,0.0
1.500,0.012370,0.012370,9.822370,0.012370,1.0,0.0,0.0,0.0
1.510,0.014182,0.014182,9.824182,0.014182,1.0,0.0,0.0,0.0
1.520,-0.005946,-0.005946,9.804054,-0.005946,1.0,0.0,0.0,0.0
1.530,0.015993,0.015993,9.825993,0.015993,1.0,0.0,0.0,0.0
1.540,-0.008187,-0.008187,9.801813,-0.008187,1.0,0.0,0.0,0.0
1.550,-0.007289,-0.007289,9.802711,-0.007289,1.0,0.0,0.0,0.0
1.560,-0.003630,-0.003630,9.806370,-0.003630,1.0,0.0,0.0,0.0
1.570,0.002413,0.002413,9.812413,0.002413,1.0,0.0,0.0,0.0
1.580,-0.012622,-0.012622,9.797378,-0.012622,1.0,0.0,0.0,0.0
1.590,-0.020818,-0.020818,9.789182,-0.020818,1.0,0.0,0.0,0.0
1.600,-0.002823,-0.002823,9.807177,-0.002823,1.0,0.0,0.0,0.0
1.610,0.009904,0.009904,9.819904,0.009904,1.0,0.0,0.0,0.0
1.620,-0.010854,-0.010854,9.799146,-0.010854,1.0,0.0,0.0,0.0
1.630,-0.012402,-0.012402,9.797598,-0.012402,1.0,0.0,0.0,0.0
1.640,0.010164,0.010164,9.820164,0.010164,1.0,0.0,0.0,0.0
1.650,-0.022787,-0.022787,9.787213,-0.022787,1.0,0.0,0.0,0.0
1.660,-0.015118,-0.015118,9.794882,-0.015118,1.0,0.0,0.0,0.0
1.670,0.004730,0.004730,9.814730,0.004730,1.0,0.0,0.0,0.0
1.680,-0.017737,-0.017737,9.792263,-0.017737,1.0,0.0,0.0,0.0
1.690,-0.009832,-0.009832,9.800168,-0.009832,1.0,0.0,0.0,0.0
1.700,-0.018610,-0.018610,9.791390,-0.018610,1.0,0.0,0.0,0.0
1.710,0.002843,0.002843,9.812843,0.002843,1.0,0.0,0.0,0.0
1.720,-0.015866,-0.015866,9.794134,-0.015866,1.0,0.0,0.0,0.0
1.730,0.016691,0.016691,9.826691,0.016691,1.0,0.0,0.0,0.0
1.740,-0.007964,-0.007964,9.802036,-0.007964,1.0,0.0,0.0,0.0
1.750,0.000714,0.000714,9.810714,0.000714,1.0,0.0,0.0,0.0
1.760,-0.008956,-0.008956,9.801044,-0.008956,1.0,0.0,0.0,0.0
1.770,-0.009785,-0.009785,9.800215,-0.009785,1.0,0.0,0.0,0.0
1.780,-0.010504,-0.010504,9.799496,-0.010504,1.0,0.0,0.0,0.0
1.790,0.016863,0.016863,9.826863,0.016863,1.0,0.0,0.0,0.0
1.800,0.010481,0.010481,9.820481,0.010481,1.0,0.0,0.0,0.0
1.810,-0.011051,-0.011051,9.798949,-0.011051,1.0,0.0,0.0,0.0
1.820,-0.017477,-0.017477,9.792523,-0.017477,1.0,0.0,0.0,0.0
1.830,0.012362,0.012362,9.822362,0.012362,1.0,0.0,0.0,0.0
1.840,0.015925,0.015925,9.825925,0.015925,1.0,0.0,0.0,0.0
1.850,-0.021738,-0.021738,9.788262,-0.021738,1.0,0.0,0.0,0.0
1.860,0.005361,0.005361,9.815361,0.005361,1.0,0.0,0.0,0.0
1.870,-0.000387,-0.000387,9.809613,-0.000387,1.0,0.0,0.0,0.0
1.880,-0.013984,-0.013984,9.796016,-0.013984,1.0,0.0,0.0,0.0
1.890,-0.002732,-0.002732,9.807268,-0.002732,1.0,0.0,0.0,0.0
1.900,-0.008549,-0.008549,9.801451,-0.008549,1.0,0.0,0.0,0.0
1.910,0.009716,0.009716,9.819716,0.009716,1.0,0.0,0.0,0.0
1.920,-0.021182,-0.021182,9.788818,-0.021182,1.0,0.0,0.0,0.0
1.930,-0.013816,-0.013816,9.796184,-0.013816,1.0,0.0,0.0,0.0
1.940,-0.003201,-0.003201,9.806799,-0.003201,1.0,0.0,0.0,0.0
1.950,-0.004820,-0.004820,9.805180,-0.004820,1.0,0.0,0.0,0.0
1.960,-0.027477,-0.027477,9.782523,-0.027477,1.0,0.0,0.0,0.0
1.970,0.005883,0.005883,9.815883,0.005883,1.0,0.0,0.0,0.0
1.980,-0.009142,-0.009142,9.800858,-0.009142,1.0,0.0,0.0,0.0
1.990,0.007926,0.007926,9.817926,0.007926,1.0,0.0,0.0,0.0
2.000,-0.012837,-0.012837,9.797163,-0.012837,1.0,0.0,0.0,0.0
2.010,0.016160,0.016160,9.826160,0.016160,1.0,0.0,0.0,0.0
2.020,-0.003028,-0.003028,9.806972,-0.003028,1.0,0.0,0.0,0.0
2.030,0.008777,0.008777,9.818777,0.008777,1.0,0.0,0.0,0.0
2.040,0.007912,0.007912,9.817912,0.007912,1.0,0.0,0.0,0.0
2.050,0.000607,0.000607,9.810607,0.000607,1.0,0.0,0.0,0.0
2.060,-0.002373,-0.002373,9.807627,-0.002373,1.0,0.0,0.0,0.0
2.070,-0.005034,-0.005034,9.804966,-0.005034,1.0,0.0,0.0,0.0
2.080,-0.005727,-0.005727,9.804273,-0.005727,1.0,0.0,0.0,0.0
2.090,0.010596,0.010596,9.820596,0.010596,1.0,0.0,0.0,0.0
2.100,0.010642,0.010642,9.820642,0.010642,1.0,0.0,0.0,0.0
2.110,-0.026124,-0.026124,9.783876,-0.026124,1.0,0.0,0.0,0.0
2.120,0.007894,0.007894,9.817894,0.007894,1.0,0.0,0.0,0.0
2.130,0.002138,0.002138,9.812138,0.002138,1.0,0.0,0.0,0.0
2.140,-0.000237,-0.000237,9.809763,-0.000237,1.0,0.0,0.0,0.0
2.150,0.008677,0.008677,9.818677,0.008677,1.0,0.0,0.0,0.0
2.160,-0.035556,-0.035556,9.774444,-0.035556,1.0,0.0,0.0,0.0
2.170,0.004753,0.004753,9.814753,0.004753,1.0,0.0,0.0,0.0
2.180,-0.018517,-0.018517,9.791483,-0.018517,1.0,0.0,0.0,0.0
2.190,0.013064,0.013064,9.823064,0.013064,1.0,0.0,0.0,0.0
2.200,-0.033822,-0.033822,9.776178,-0.033822,1.0,0.0,0.0,0.0
2.210,-0.001921,-0.001921,9.808079,-0.001921,1.0,0.0,0.0,0.0
2.220,-0.017237,-0.017237,9.792763,-0.017237,1.0,0.0,0.0,0.0
2.230,0.013824,0.013824,9.823824,0.013824,1.0,0.0,0.0,0.0
2.240,0.010672,0.010672,9.820672,0.010672,1.0,0.0,0.0,0.0
2.250,0.009795,0.009795,9.819795,0.009795,1.0,0.0,0.0,0.0
2.260,0.017542,0.017542,9.827542,0.017542,1.0,0.0,0.0,0.0
2.270,0.004004,0.004004,9.814004,0.004004,1.0,0.0,0.0,0.0
2.280,-0.006508,-0.006508,9.803492,-0.006508,1.0,0.0,0.0,0.0
2.290,-0.007343,-0.007343,9.802657,-0.007343,1.0,0.0,0.0,0.0
2.300,-0.022546,-0.022546,9.787454,-0.022546,1.0,0.0,0.0,0.0
2.310,0.002665,0.002665,9.812665,0.002665,1.0,0.0,0.0,0.0
2.320,-0.015693,-0.015693,9.794307,-0.015693,1.0,0.0,0.0,0.0
2.330,0.031158,0.031158,9.841158,0.031158,1.0,0.0,0.0,0.0
2.340,0.012600,0.012600,9.822600,0.012600,1.0,0.0,0.0,0.0
2.350,0.006433,0.006433,9.816433,0.006433,1.0,0.0,0.0,0.0
2.360,0.039262,0.039262,9.849262,0.039262,1.0,0.0,0.0,0.0
2.370,-0.005133,-0.005133,9.804867,-0.005133,1.0,0.0,0.0,0.0
2.380,-0.009314,-0.009314,9.800686,-0.009314,1.0,0.0,0.0,0.0
2.390,0.000299,0.000299,9.810299,0.000299,1.0,0.0,0.0,0.0
2.400,-0.007528,-0.007528,9.802472,-0.007528,1.0,0.0,0.0,0.0
2.410,0.013306,0.013306,9.823306,0.013306,1.0,0.0,0.0,0.0
2.420,-0.010077,-0.010077,9.799923,-0.010077,1.0,0.0,0.0,0.0
2.430,0.012411,0.012411,9.822411,0.012411,1.0,0.0,0.0,0.0
2.440,-0.019824,-0.019824,9.790176,-0.019824,1.0,0.0,0.0,0.0
2.450,0.024197,0.024197,9.834197,0.024197,1.0,0.0,0.0,0.0
2.460,0.028228,0.028228,9.838228,0.028228,1.0,0.0,0.0,0.0
2.470,0.006984,0.006984,9.816984,0.006984,1.0,0.0,0.0,0.0
2.480,-0.029926,-0.029926,9.780074,-0.029926,1.0,0.0,0.0,0.0
2.490,0.029111,0.029111,9.839111,0.029111,1.0,0.0,0.0,0.0
2.500,0.026522,0.026522,9.836522,0.026522,1.0,0.0,0.0,0.0
2.510,-0.019557,-0.019557,9.790443,-0.019557,1.0,0.0,0.0,0.0
2.520,-0.028966,-0.028966,9.781034,-0.028966,1.0,0.0,0.0,0.0
2.530,-0.005257,-0.005257,9.804743,-0.005257,1.0,0.0,0.0,0.0
2.540,0.008772,0.008772,9.818772,0.008772,1.0,0.0,0.0,0.0
2.550,0.010302,0.010302,9.820302,0.010302,1.0,0.0,0.0,0.0
2.560,0.003113,0.003113,9.813113,0.003113,1.0,0.0,0.0,0.0
2.570,0.003367,0.003367,9.813367,0.003367,1.0,0.0,0.0,0.0
2.580,0.012869,0.012869,9.822869,0.012869,1.0,0.0,0.0,0.0
2.590,-0.006661,-0.006661,9.803339,-0.006661,1.0,0.0,0.0,0.0
2.600,0.005670,0.005670,9.815670,0.005670,1.0,0.0,0.0,0.0
2.610,0.031125,0.031125,9.841125,0.031125,1.0,0.0,0.0,0.0
2.620,0.007435,0.007435,9.817435,0.007435,1.0,0.0,0.0,0.0
2.630,-0.019280,-0.019280,9.790720,-0.019280,1.0,0.0,0.0,0.0
2.640,-0.002123,-0.002123,9.807877,-0.002123,1.0,0.0,0.0,0.0
2.650,0.007063,0.007063,9.817063,0.007063,1.0,0.0,0.0,0.0
2.660,0.014511,0.014511,9.824511,0.014511,1.0,0.0,0.0,0.0
2.670,0.014643,0.014643,9.824643,0.014643,1.0,0.0,0.0,0.0
2.680,0.018380,0.018380,9.828380,0.018380,1.0,0.0,0.0,0.0
2.690,-0.011052,-0.011052,9.798948,-0.011052,1.0,0.0,0.0,0.0
2.700,-0.000351,-0.000351,9.809649,-0.000351,1.0,0.0,0.0,0.0
2.710,0.008867,0.008867,9.818867,0.008867,1.0,0.0,0.0,0.0
2.720,0.013298,0.013298,9.823298,0.013298,1.0,0.0,0.0,0.0
2.730,-0.021722,-0.021722,9.788278,-0.021722,1.0,0.0,0.0,0.0
2.740,-0.019900,-0.019900,9.790100,-0.019900,1.0,0.0,0.0,0.0
2.750,0.001156,0.001156,9.811156,0.001156,1.0,0.0,0.0,0.0
2.760,0.007705,0.007705,9.817705,0.007705,1.0,0.0,0.0,0.0
2.770,0.002690,0.002690,9.812690,0.002690,1.0,0.0,0.0,0.0
2.780,0.003703,0.003703,9.813703,0.003703,1.0,0.0,0.0,0.0
2.790,-0.000645,-0.000645,9.809355,-0.000645,1.0,0.0,0.0,0.0
2.800,0.003113,0.003113,9.813113,0.003113,1.0,0.0,0.0,0.0
2.810,-0.008570,-0.008570,9.801430,-0.008570,1.0,0.0,0.0,0.0
2.820,-0.000816,-0.000816,9.809184,-0.000816,1.0,0.0,0.0,0.0
2.830,-0.008596,-0.008596,9.801404,-0.008596,1.0,0.0,0.0,0.0
2.840,0.018100,0.018100,9.828100,0.018100,1.0,0.0,0.0,0.0
2.850,0.013125,0.013125,9.823125,0.013125,1.0,0.0,0.0,0.0
2.860,0.016608,0.016608,9.826608,0.016608,1.0,0.0,0.0,0.0
2.870,-0.006773,-0.006773,9.803227,-0.006773,1.0,0.0,0.0,0.0
2.880,0.018536,0.018536,9.828536,0.018536,1.0,0.0,0.0,0.0
2.890,-0.012713,-0.012713,9.797287,-0.012713,1.0,0.0,0.0,0.0
2.900,0.012284,0.012284,9.822284,0.012284,1.0,0.0,0.0,0.0
2.910,-0.014836,-0.014836,9.795164,-0.014836,1.0,0.0,0.0,0.0
2.920,0.016790,0.016790,9.826790,0.016790,1.0,0.0,0.0,0.0
2.930,-0.014965,-0.014965,9.795035,-0.014965,1.0,0.0,0.0,0.0
2.940,-0.012747,-0.012747,9.797253,-0.012747,1.0,0.0,0.0,0.0
2.950,0.008506,0.008506,9.818506,0.008506,1.0,0.0,0.0,0.0
2.960,0.002756,0.002756,9.812756,0.002756,1.0,0.0,0.0,0.0
2.970,-0.004526,-0.004526,9.805474,-0.004526,1.0,0.0,0.0,0.0
2.980,-0.007018,-0.007018,9.802982,-0.007018,1.0,0.0,0.0,0.0
2.990,0.000983,0.000983,9.810983,0.000983,1.0,0.0,0.0,0.0
3.000,0.215827,-0.086980,10.143384,0.010102,1.0,0.0,0.0,0.0
3.010,0.156488,-0.120388,10.065034,-0.015966,1.0,0.0,0.0,0.0
3.020,0.143869,-0.103539,10.032144,0.006889,1.0,0.0,0.0,0.0
3.030,0.086654,-0.128126,9.953657,-0.013103,1.0,0.0,0.0,0.0
3.040,0.043740,-0.135666,9.888744,-0.017519,1.0,0.0,0.0,0.0
3.050,0.028863,-0.112877,9.851421,0.006886,1.0,0.0,0.0,0.0
3.060,-0.026131,-0.128394,9.801455,-0.008545,1.0,0.0,0.0,0.0
3.070,-0.063759,-0.125238,9.803164,-0.006836,1.0,0.0,0.0,0.0
3.080,-0.078815,-0.098725,9.826718,0.016718,1.0,0.0,0.0,0.0
3.090,-0.127004,-0.105091,9.815919,0.005919,1.0,0.0,0.0,0.0
3.100,-0.154700,-0.091243,9.823914,0.013914,1.0,0.0,0.0,0.0
3.110,-0.191174,-0.086985,9.820976,0.010976,1.0,0.0,0.0,0.0
3.120,-0.219746,-0.076155,9.823358,0.013358,1.0,0.0,0.0,0.0
3.130,-0.245386,-0.064228,9.825694,0.015694,1.0,0.0,0.0,0.0
3.140,-0.294437,-0.078027,9.801282,-0.008718,1.0,0.0,0.0,0.0
3.150,-0.308755,-0.059858,9.807952,-0.002048,1.0,0.0,0.0,0.0
3.160,-0.318124,-0.039920,9.815653,0.005653,1.0,0.0,0.0,0.0
3.170,-0.352708,-0.048753,9.794002,-0.015998,1.0,0.0,0.0,0.0
3.180,-0.333597,-0.007773,9.821744,0.011744,1.0,0.0,0.0,0.0
3.190,-0.354772,-0.011244,9.804786,-0.005214,1.0,0.0,0.0,0.0
3.200,-0.364251,-0.007406,9.795059,-0.014941,1.0,0.0,0.0,0.0
3.210,-0.344369,0.021231,9.810228,0.000228,1.0,0.0,0.0,0.0
3.220,-0.339251,0.030434,9.806232,-0.003768,1.0,0.0,0.0,0.0
3.230,-0.335301,0.033745,9.796780,-0.013220,1.0,0.0,0.0,0.0
3.240,-0.319634,0.044057,9.794930,-0.015070,1.0,0.0,0.0,0.0
3.250,-0.290784,0.062906,9.802372,-0.007628,1.0,0.0,0.0,0.0
3.260,-0.247044,0.092126,9.821086,0.011086,1.0,0.0,0.0,0.0
3.270,-0.193083,0.127233,9.846722,0.036722,1.0,0.0,0.0,0.0
3.280,-0.211838,0.085530,9.796706,-0.013294,1.0,0.0,0.0,0.0
3.290,-0.135686,0.134935,9.839061,0.029061,1.0,0.0,0.0,0.0
3.300,-0.142037,0.098379,9.796806,-0.013194,1.0,0.0,0.0,0.0
3.310,-0.100353,0.106788,9.800942,-0.009058,1.0,0.0,0.0,0.0
3.320,-0.061029,0.110188,9.801550,-0.008450,1.0,0.0,0.0,0.0
