timestamp,pelvis_acc_ap,pelvis_acc_ml,pelvis_acc_vertical,pelvis_gyro_yaw,quat_w,quat_x,quat_y,quat_z
1.030,-0.002821,-0.002821,9.807179,-0.002821,1.0,0.0,0.0,0.0
1.040,0.007435,0.007435,9.817435,0.007435,1.0,0.0,0.0,0.0
1.050,0.023604,0.023604,9.833604,0.023604,1.0,0.0,0.0,0.0
1.060,-0.004303,-0.004303,9.805697,-0.004303,1.0,0.0,0.0,0.0
1.070,0.009544,0.009544,9.819544,0.009544,1.0,0.0,0.0,0.0
1.080,0.003880,0.003880,9.813880,0.003880,1.0,0.0,0.0,0.0
1.090,-0.010971,-0.010971,9.799029,-0.010971,1.0,0.0,0.0,0.0
1.100,0.015574,0.015574,9.825574,0.015574,1.0,0.0,0.0,0.0
1.110,0.009361,0.009361,9.819361,0.009361,1.0,0.0,0.0,0.0
1.120,-0.000121,-0.000121,9.809879,-0.000121,1.0,0.0,0.0,0.0
1.130,-0.001378,-0.001378,9.808622,-0.001378,1.0,0.0,0.0,0.0
1.140,-0.006644,-0.006644,9.803356,-0.006644,1.0,0.0,0.0,0.0
1.150,-0.006905,-0.006905,9.803095,-0.006905,1.0,0.0,0.0,0.0
1.160,0.011539,0.011539,9.821539,0.011539,1.0,0.0,0.0,0.0
1.170,-0.012331,-0.012331,9.797669,-0.012331,1.0,0.0,0.0,0.0
1.180,-0.007323,-0.007323,9.802677,-0.007323,1.0,0.0,0.0,0.0
1.190,0.011425,0.011425,9.821425,0.011425,1.0,0.0,0.0,0.0
1.200,0.003591,0.003591,9.813591,0.003591,1.0,0.0,0.0,0.0
1.210,0.001885,0.001885,9.811885,0.001885,1.0,0.0,0.0,0.0
1.220,-0.017520,-0.017520,9.792480,-0.017520,1.0,0.0,0.0,0.0
1.230,-0.000386,-0.000386,9.809614,-0.000386,1.0,0.0,0.0,0.0
1.240,0.004040,0.004040,9.814040,0.004040,1.0,0.0,0.0,0.0
1.250,0.006224,0.006224,9.816224,0.006224,1.0,0.0,0.0,0.0
1.260,-0.031841,-0.031841,9.778159,-0.031841,1.0,0.0,0.0,0.0
1.270,0.011116,0.011116,9.821116,0.011116,1.0,0.0,0.0,0.0
1.280,0.020963,0.020963,9.830963,0.020963,1.0,0.0,0.0,0.0
1.290,0.007681,0.007681,9.817681,0.007681,1.0,0.0,0.0,0.0
1.300,0.011532,0.011532,9.821532,0.011532,1.0,0.0,0.0,0.0
1.310,-0.005238,-0.005238,9.804762,-0.005238,1.0,0.0,0.0,0.0
1.320,-0.013070,-0.013070,9.796930,-0.013070,1.0,0.0,0.0,0.0
1.330,0.013762,0.013762,9.823762,0.013762,1.0,0.0,0.0,0.0
1.340,0.000382,0.000382,9.810382,0.000382,1.0,0.0,0.0,0.0
1.350,0.003617,0.003617,9.813617,0.003617,1.0,0.0,0.0,0.0
1.360,0.018810,0.018810,9.828810,0.018810,1.0,0.0,0.0,0.0
1.370,0.025465,0.025465,9.835465,0.025465,1.0,0.0,0.0,0.0
1.380,-0.027666,-0.027666,9.782334,-0.027666,1.0,0.0,0.0,0.0
1.390,0.013493,0.013493,9.823493,0.013493,1.0,0.0,0.0,0.0
1.400,0.011942,0.011942,9.821942,0.011942,1.0,0.0,0.0,0.0
1.410,0.022012,0.022012,9.832012,0.022012,1.0,0.0,0.0,0.0
1.420,0.002069,0.002069,9.812069,0.002069,1.0,0.0,0.0,0.0
1.430,0.014118,0.014118,9.824118,0.014118,1.0,0.0,0.0,0.0
1.440,-0.001546,-0.001546,9.808454,-0.001546,1.0,0.0,0.0,0.0
1.450,-0.055228,-0.055228,9.754772,-0.055228,1.0,0.0,0.0,0.0
1.460,0.027004,0.027004,9.837004,0.027004,1.0,0.0,0.0,0.0
1.470,-0.002691,-0.002691,9.807309,-0.002691,1.0,0.0,0.0,0.0
1.480,0.016176,0.016176,9.826176,0.016176,1.0,0.0,0.0,0.0
1.490,0.013954,0.013954,9.823954,0.013954,1.0,0.0,0.0,0.0
1.500,-0.001711,-0.001711,9.808289,-0.001711,1.0,0.0,0.0,0.0
1.510,-0.011854,-0.011854,9.798146,-0.011854,1.0,0.0,0.0,0.0
1.520,-0.012682,-0.012682,9.797318,-0.012682,1.0,0.0,0.0,0.0
1.530,-0.004199,-0.004199,9.805801,-0.004199,1.0,0.0,0.0,0.0
1.540,-0.010579,-0.010579,9.799421,-0.010579,1.0,0.0,0.0,0.0
1.550,-0.023070,-0.023070,9.786930,-0.023070,1.0,0.0,0.0,0.0
1.560,-0.004059,-0.004059,9.805941,-0.004059,1.0,0.0,0.0,0.0
1.570,-0.009414,-0.009414,9.800586,-0.009414,1.0,0.0,0.0,0.0
1.580,0.011475,0.011475,9.821475,0.011475,1.0,0.0,0.0,0.0
1.590,0.000847,0.000847,9.810847,0.000847,1.0,0.0,0.0,0.0
1.600,-0.005276,-0.005276,9.804724,-0.005276,1.0,0.0,0.0,0.0
1.610,0.000454,0.000454,9.810454,0.000454,1.0,0.0,0.0,0.0
1.620,-0.003380,-0.003380,9.806620,-0.003380,1.0,0.0,0.0,0.0
1.630,-0.025307,-0.025307,9.784693,-0.025307,1.0,0.0,0.0,0.0
1.640,-0.005797,-0.005797,9.804203,-0.005797,1.0,0.0,0.0,0.0
1.650,-0.016994,-0.016994,9.793006,-0.016994,1.0,0.0,0.0,0.0
1.660,0.016135,0.016135,9.826135,0.016135,1.0,0.0,0.0,0.0
1.670,-0.003265,-0.003265,9.806735,-0.003265,1.0,0.0,0.0,0.0
1.680,-0.019830,-0.019830,9.790170,-0.019830,1.0,0.0,0.0,0.0
1.690,0.020780,0.020780,9.830780,0.020780,1.0,0.0,0.0,0.0
1.700,-0.015947,-0.015947,9.794053,-0.015947,1.0,0.0,0.0,0.0
1.710,-0.009838,-0.009838,9.800162,-0.009838,1.0,0.0,0.0,0.0
1.720,-0.009320,-0.009320,9.800680,-0.009320,1.0,0.0,0.0,0.0
1.730,0.004039,0.004039,9.814039,0.004039,1.0,0.0,0.0,0.0
1.740,-0.001811,-0.001811,9.808189,-0.001811,1.0,0.0,0.0,0.0
1.750,0.014873,0.014873,9.824873,0.014873,1.0,0.0,0.0,0.0
1.760,0.004948,0.004948,9.814948,0.004948,1.0,0.0,0.0,0.0
1.770,-0.014945,-0.014945,9.795055,-0.014945,1.0,0.0,0.0,0.0
1.780,-0.003103,-0.003103,9.806897,-0.003103,1.0,0.0,0.0,0.0
1.790,0.007818,0.007818,9.817818,0.007818,1.0,0.0,0.0,0.0
1.800,0.005826,0.005826,9.815826,0.005826,1.0,0.0,0.0,0.0
1.810,-0.012491,-0.012491,9.797509,-0.012491,1.0,0.0,0.0,0.0
1.820,-0.003516,-0.003516,9.806484,-0.003516,1.0,0.0,0.0,0.0
1.830,0.002935,0.002935,9.812935,0.002935,1.0,0.0,0.0,0.0
1.840,-0.003282,-0.003282,9.806718,-0.003282,1.0,0.0,0.0,0.0
1.850,-0.013639,-0.013639,9.796361,-0.013639,1.0,0.0,0.0,0.0
1.860,-0.005056,-0.005056,9.804944,-0.005056,1.0,0.0,0.0,0.0
1.870,0.013413,0.013413,9.823413,0.013413,1.0,0.0,0.0,0.0
1.880,-0.001593,-0.001593,9.808407,-0.001593,1.0,0.0,0.0,0.0
1.890,0.014151,0.014151,9.824151,0.014151,1.0,0.0,0.0,0.0
1.900,-0.005444,-0.005444,9.804556,-0.005444,1.0,0.0,0.0,0.0
1.910,0.011431,0.011431,9.821431,0.011431,1.0,0.0,0.0,0.0
1.920,0.009703,0.009703,9.819703,0.009703,1.0,0.0,0.0,0.0
1.930,-0.034662,-0.034662,9.775338,-0.034662,1.0,0.0,0.0,0.0
1.940,-0.008793,-0.008793,9.801207,-0.008793,1.0,0.0,0.0,0.0
1.950,-0.001597,-0.001597,9.808403,-0.001597,1.0,0.0,0.0,0.0
1.960,0.007136,0.007136,9.817136,0.007136,1.0,0.0,0.0,0.0
1.970,0.011562,0.011562,9.821562,0.011562,1.0,0.0,0.0,0.0
1.980,0.030118,0.030118,9.840118,0.030118,1.0,0.0,0.0,0.0
1.990,-0.021766,-0.021766,9.788234,-0.021766,1.0,0.0,0.0,0.0
2.000,0.005591,0.005591,9.815591,0.005591,1.0,0.0,0.0,0.0
2.010,0.004360,0.004360,9.814360,0.004360,1.0,0.0,0.0,0.0
2.020,0.020584,0.020584,9.830584,0.020584,1.0,0.0,0.0,0.0
2.030,-0.012160,-0.012160,9.797840,-0.012160,1.0,0.0,0.0,0.0
2.040,-0.022428,-0.022428,9.787572,-0.022428,1.0,0.0,0.0,0.0
2.050,0.001772,0.001772,9.811772,0.001772,1.0,0.0,0.0,0.0
2.060,-0.008301,-0.008301,9.801699,-0.008301,1.0,0.0,0.0,0.0
2.070,-0.002756,-0.002756,9.807244,-0.002756,1.0,0.0,0.0,0.0
2.080,0.003564,0.003564,9.813564,0.003564,1.0,0.0,0.0,0.0
2.090,-0.002061,-0.002061,9.807939,-0.002061,1.0,0.0,0.0,0.0
2.100,-0.002475,-0.002475,9.807525,-0.002475,1.0,0.0,0.0,0.0
2.110,0.003207,0.003207,9.813207,0.003207,1.0,0.0,0.0,0.0
2.120,0.009210,0.009210,9.819210,0.009210,1.0,0.0,0.0,0.0
2.130,0.003255,0.003255,9.813255,0.003255,1.0,0.0,0.0,0.0
2.140,0.016044,0.016044,9.826044,0.016044,1.0,0.0,0.0,0.0
2.150,0.030620,0.030620,9.840620,0.030620,1.0,0.0,0.0,0.0
2.160,-0.019688,-0.019688,9.790312,-0.019688,1.0,0.0,0.0,0.0
2.170,-0.007537,-0.007537,9.802463,-0.007537,1.0,0.0,0.0,0.0
2.180,0.010727,0.010727,9.820727,0.010727,1.0,0.0,0.0,0.0
2.190,-0.016816,-0.016816,9.793184,-0.016816,1.0,0.0,0.0,0.0
2.200,0.002881,0.002881,9.812881,0.002881,1.0,0.0,0.0,0.0
2.210,0.010706,0.010706,9.820706,0.010706,1.0,0.0,0.0,0.0
2.220,0.013681,0.013681,9.823681,0.013681,1.0,0.0,0.0,0.0
2.230,0.008533,0.008533,9.818533,0.008533,1.0,0.0,0.0,0.0
2.240,0.013021,0.013021,9.823021,0.013021,1.0,0.0,0.0,0.0
2.250,-0.036943,-0.036943,9.773057,-0.036943,1.0,0.0,0.0,0.0
2.260,-0.005450,-0.005450,9.804550,-0.005450,1.0,0.0,0.0,0.0
2.270,-0.008997,-0.008997,9.801003,-0.008997,1.0,0.0,0.0,0.0
2.280,0.010499,0.010499,9.820499,0.010499,1.0,0.0,0.0,0.0
2.290,-0.018664,-0.018664,9.791336,-0.018664,1.0,0.0,0.0,0.0
2.300,-0.028140,-0.028140,9.781860,-0.028140,1.0,0.0,0.0,0.0
2.310,0.002136,0.002136,9.812136,0.002136,1.0,0.0,0.0,0.0
2.320,-0.021537,-0.021537,9.788463,-0.021537,1.0,0.0,0.0,0.0
2.330,0.017736,0.017736,9.827736,0.017736,1.0,0.0,0.0,0.0
2.340,-0.017386,-0.017386,9.792614,-0.017386,1.0,0.0,0.0,0.0
2.350,0.009053,0.009053,9.819053,0.009053,1.0,0.0,0.0,0.0
2.360,-0.002518,-0.002518,9.807482,-0.002518,1.0,0.0,0.0,0.0
2.370,0.010244,0.010244,9.820244,0.010244,1.0,0.0,0.0,0.0
2.380,-0.003219,-0.003219,9.806781,-0.003219,1.0,0.0,0.0,0.0
2.390,-0.029113,-0.029113,9.780887,-0.029113,1.0,0.0,0.0,0.0
2.400,0.009935,0.009935,9.819935,0.009935,1.0,0.0,0.0,0.0
2.410,0.005061,0.005061,9.815061,0.005061,1.0,0.0,0.0,0.0
2.420,0.016121,0.016121,9.826121,0.016121,1.0,0.0,0.0,0.0
2.430,-0.034820,-0.034820,9.775180,-0.034820,1.0,0.0,0.0,0.0
2.440,-0.029741,-0.029741,9.780259,-0.029741,1.0,0.0,0.0,0.0
2.450,-0.021800,-0.021800,9.788200,-0.021800,1.0,0.0,0.0,0.0
2.460,-0.037278,-0.037278,9.772722,-0.037278,1.0,0.0,0.0,0.0
2.470,-0.015967,-0.015967,9.794033,-0.015967,1.0,0.0,0.0,0.0
2.480,-0.015638,-0.015638,9.794362,-0.015638,1.0,0.0,0.0,0.0
2.490,-0.001748,-0.001748,9.808252,-0.001748,1.0,0.0,0.0,0.0
2.500,0.028388,0.028388,9.838388,0.028388,1.0,0.0,0.0,0.0
2.510,-0.034922,-0.034922,9.775078,-0.034922,1.0,0.0,0.0,0.0
2.520,0.003776,0.003776,9.813776,0.003776,1.0,0.0,0.0,0.0
2.530,0.007994,0.007994,9.817994,0.007994,1.0,0.0,0.0,0.0
2.540,-0.004640,-0.004640,9.805360,-0.004640,1.0,0.0,0.0,0.0
2.550,0.006795,0.006795,9.816795,0.006795,1.0,0.0,0.0,0.0
2.560,0.008676,0.008676,9.818676,0.008676,1.0,0.0,0.0,0.0
2.570,0.015379,0.015379,9.825379,0.015379,1.0,0.0,0.0,0.0
2.580,0.027421,0.027421,9.837421,0.027421,1.0,0.0,0.0,0.0
2.590,-0.004253,-0.004253,9.805747,-0.004253,1.0,0.0,0.0,0.0
2.600,-0.003920,-0.003920,9.806080,-0.003920,1.0,0.0,0.0,0.0
2.610,0.011962,0.011962,9.821962,0.011962,1.0,0.0,0.0,0.0
2.620,-0.008362,-0.008362,9.801638,-0.008362,1.0,0.0,0.0,0.0
2.630,0.028078,0.028078,9.838078,0.028078,1.0,0.0,0.0,0.0
2.640,-0.002839,-0.002839,9.807161,-0.002839,1.0,0.0,0.0,0.0
2.650,0.007084,0.007084,9.817084,0.007084,1.0,0.0,0.0,0.0
2.660,0.024904,0.024904,9.834904,0.024904,1.0,0.0,0.0,0.0
2.670,-0.016584,-0.016584,9.793416,-0.016584,1.0,0.0,0.0,0.0
2.680,-0.014448,-0.014448,9.795552,-0.014448,1.0,0.0,0.0,0.0
2.690,-0.006356,-0.006356,9.803644,-0.006356,1.0,0.0,0.0,0.0
2.700,0.009279,0.009279,9.819279,0.009279,1.0,0.0,0.0,0.0
2.710,0.014360,0.014360,9.824360,0.014360,1.0,0.0,0.0,0.0
2.720,-0.014404,-0.014404,9.795596,-0.014404,1.0,0.0,0.0,0.0
2.730,0.022805,0.022805,9.832805,0.022805,1.0,0.0,0.0,0.0
2.740,0.010803,0.010803,9.820803,0.010803,1.0,0.0,0.0,0.0
2.750,0.026660,0.026660,9.836660,0.026660,1.0,0.0,0.0,0.0
2.760,0.033818,0.033818,9.843818,0.033818,1.0,0.0,0.0,0.0
2.770,-0.014663,-0.014663,9.795337,-0.014663,1.0,0.0,0.0,0.0
2.780,0.003422,0.003422,9.813422,0.003422,1.0,0.0,0.0,0.0
2.790,-0.005943,-0.005943,9.804057,-0.005943,1.0,0.0,0.0,0.0
2.800,-0.006158,-0.006158,9.803842,-0.006158,1.0,0.0,0.0,0.0
2.810,-0.014961,-0.014961,9.795039,-0.014961,1.0,0.0,0.0,0.0
2.820,0.005998,0.005998,9.815998,0.005998,1.0,0.0,0.0,0.0
2.830,0.001630,0.001630,9.811630,0.001630,1.0,0.0,0.0,0.0
2.840,-0.024278,-0.024278,9.785722,-0.024278,1.0,0.0,0.0,0.0
2.850,-0.013027,-0.013027,9.796973,-0.013027,1.0,0.0,0.0,0.0
2.860,-0.009739,-0.009739,9.800261,-0.009739,1.0,0.0,0.0,0.0
2.870,0.000480,0.000480,9.810480,0.000480,1.0,0.0,0.0,0.0
2.880,0.018587,0.018587,9.828587,0.018587,1.0,0.0,0.0,0.0
2.890,0.006162,0.006162,9.816162,0.006162,1.0,0.0,0.0,0.0
2.900,-0.002547,-0.002547,9.807453,-0.002547,1.0,0.0,0.0,0.0
2.910,0.003374,0.003374,9.813374,0.003374,1.0,0.0,0.0,0.0
2.920,0.010980,0.010980,9.820980,0.010980,1.0,0.0,0.0,0.0
2.930,-0.012720,-0.012720,9.797280,-0.012720,1.0,0.0,0.0,0.0
2.940,-0.003170,-0.003170,9.806830,-0.003170,1.0,0.0,0.0,0.0
2.950,-0.006414,-0.006414,9.803586,-0.006414,1.0,0.0,0.0,0.0
2.960,0.021027,0.021027,9.831027,0.021027,1.0,0.0,0.0,0.0
2.970,-0.003014,-0.003014,9.806986,-0.003014,1.0,0.0,0.0,0.0
2.980,0.022105,0.022105,9.832105,0.022105,1.0,0.0,0.0,0.0
2.990,0.005561,0.005561,9.815561,0.005561,1.0,0.0,0.0,0.0
3.000,0.011749,0.131749,9.821749,0.011749,1.0,0.0,0.0,0.0
3.010,0.037398,0.123656,9.866370,0.004197,1.0,0.0,0.0,0.0
3.020,0.039936,0.091675,9.887709,-0.026165,1.0,0.0,0.0,0.0
3.030,0.078169,0.094921,9.944401,-0.020238,1.0,0.0,0.0,0.0
3.040,0.126030,0.107645,10.010216,-0.003794,1.0,0.0,0.0,0.0
3.050,0.158213,0.104856,10.059682,-0.001858,1.0,0.0,0.0,0.0
3.060,0.196270,0.108423,10.114198,0.007395,1.0,0.0,0.0,0.0
3.070,0.203835,0.082290,10.137249,-0.012139,1.0,0.0,0.0,0.0
3.080,0.250161,0.096015,10.197948,0.009035,1.0,0.0,0.0,0.0
3.090,0.248196,0.062838,10.209113,-0.015907,1.0,0.0,0.0,0.0
3.100,0.279026,0.064128,10.251711,-0.005673,1.0,0.0,0.0,0.0
3.110,0.299373,0.056872,10.282360,-0.003354,1.0,0.0,0.0,0.0
3.120,0.316389,0.048473,10.308117,-0.001636,1.0,0.0,0.0,0.0
3.130,0.319434,0.028520,10.318265,-0.011020,1.0,0.0,0.0,0.0
3.140,0.338217,0.026927,10.342448,-0.001687,1.0,0.0,0.0,0.0
3.150,0.327297,-0.001560,10.335176,-0.018991,1.0,0.0,0.0,0.0
3.160,0.350950,0.007490,10.360692,0.001401,1.0,0.0,0.0,0.0
3.170,0.318800,-0.036164,10.328604,-0.030858,1.0,0.0,0.0,0.0
3.180,0.362204,-0.001063,10.370269,0.015591,1.0,0.0,0.0,0.0
3.190,0.365079,-0.003215,10.369618,0.024637,1.0,0.0,0.0,0.0
3.200,0.332778,-0.037222,10.332035,0.001577,1.0,0.0,0.0,0.0
3.210,0.323282,-0.045087,10.315552,0.004309,1.0,0.0,0.0,0.0
3.220,0.304896,-0.058519,10.288535,0.001028,1.0,0.0,0.0,0.0
3.230,0.307417,-0.047767,10.280859,0.021393,1.0,0.0,0.0,0.0
3.240,0.273386,-0.070364,10.235157,0.007787,1.0,0.0,0.0,0.0
3.250,0.262267,-0.066949,10.210998,0.019488,1.0,0.0,0.0,0.0
3.260,0.208317,-0.103395,10.142757,-0.009452,1.0,0.0,0.0,0.0
3.270,0.227455,-0.063943,10.146481,0.036659,1.0,0.0,0.0,0.0
3.280,0.150143,-0.118313,10.052772,-0.011959,1.0,0.0,0.0,0.0
3.290,0.111665,-0.131426,9.997063,-0.020280,1.0,0.0,0.0,0.0
3.300,0.116357,-0.099179,9.983842,0.015757,1.0,0.0,0.0,0.0
3.310,0.073454,-0.112582,9.922509,0.005108,1.0,0.0,0.0,0.0
3.320,0.048022,-0.106837,9.878294,0.012545,1.0,0.0,0.0,0.0
3.330,-0.024267,-0.146552,9.787040,-0.026554,1.0,0.0,0.0,0.0
